	108011	S	12	5	10	5	4	59	12.46	0.03	0.77				634	758	910	575	977	714	554	450	84	85	46	48	87	80	44	46																		121.83	0.00	14.21	0.00	
	108071	S	12	5	10	5	10	0	12.47	0.01	0.77				635	759	910	575	980	714	555	450	85	85	87	75	87	80	42	45																		121.78	0.00	14.16	0.00	
	108131	S	12	5	10	5	15	4	12.45	0.02	0.78				635	757	911	575	979	712	555	450	85	84	45	48	87	80	45	47																		121.72	0.00	14.14	0.00	
	108191	S	12	5	10	5	20	8	12.48	0.01	0.78				635	758	911	574	978	714	555	449	84	84	46	47	87	80	45	46																		121.68	0.00	14.07	0.00	
	108251	S	12	5	10	5	25	12	12.47	0.00	0.78				635	758	81	58	56	55	54	53	88	87	49	50	88	82	47	48																		121.59	0.00	14.03	0.00	
	108311	S	12	5	10	5	30	15	12.47	0.01	0.78				635	758	71	58	978	713	97	74	85	86	49	50	88	81	46	48																		121.55	0.00	13.99	0.00	
	108371	S	12	5	10	5	35	19	12.47	0.01	0.78				635	757	85	60	980	713	95	79	86	85	48	50	88	81	45	48																		121.48	0.00	13.93	0.00	
	108431	S	12	5	10	5	40	24	12.45	0.03	0.78				634	759	87	61	980	713	97	84	84	84	46	48	87	80	45	47																		121.42	0.00	13.89	0.00	
	108491	S	12	5	10	5	45	29	12.48	0.12	0.78				635	758	912	575	980	714	555	450	85	85	47	49	88	81	73	67																		121.36	0.00	13.85	0.00	
	108551	S	12	5	10	5	50	34	12.45	1.43	0.79				635	759	84	60	978	714	95	75	86	85	49	50	88	81	46	48																		121.34	0.00	13.81	0.00	
	108611	S	12	5	10	5	55	39	12.46	4.23	0.79				634	759	83	62	979	714	96	76	86	85	49	50	50	50	50	50																		121.26	0.00	13.75	0.00	
